idSekolah,kodeSekolah,komiteId,kepsekId,operatorId,namaSekolah,emailSekolah,status,alamat,kecamatan,kodePos,telpon,nss,instansiPemberiIzin,nomorSuratIzin,tglSuratIzin,akreditasi,angkaAkreditasi,tahuAkreditasi,lembagaMeaungi,subRayon
2519,35-0188,,,,SD NEGERI LEBAKSIU KIDUL 04,sdnlebaksiukidul04.4@gmail.com,Negeri,JL.ASTANA JAMBU LEBAKSIU KIDUL,Lebaksiu,52461,2833466901,101032806034,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,421.2/05784/98,15/09/1990,C,77,2017,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,5
2520,35-0189,,,,SD NEGERI LEBAKSIU LOR 01,sdnlebaksiulor01@gmail.com,Negeri,Jln Raya Utara Lebaksiu,Lebaksiu,52461,2833466771,101032806011,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,421.2/06110/1990,2/04/1990,B,90,2019,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,5
2521,35-0192,,,,SD NEGERI PAGONGAN 01,sdnpagongan01@yahoo.com,NEGERI,JALAN RAYA II PAGONGAN KECAMATAN DUKUHTURI KABUPATEN TEGAL,Dukuhturi,52192,2836146708,101032811048,DINAS P DAN K PROPINSI DAERAH TINGKAT 1 JAWA TENGAH,421.2/025/ /44/85,1 AGUSTUS 1985,A,93,2016,DINAS P DAN K PROPINSI DAERAH TINGKAT 1 JAWA TENGAH,16
2522,35-0193,,,,SD NEGERI PAGONGAN 02,pagongan02@gmail.com,Negeri,JL DATUK KAHFI PAGONGAN RT 02/01,Dukuhturi,52192,2834537783,101032813031,,,,A,91,2021,,16
2523,35-0194,,,,SD NEGERI PEKAUMAN KULON 01,sdpekaumankulon01@gmail.com,NEGERI,JL. H MANSYUR DESA PEKAUMAN KULON,Dukuhturi,52194,283352918,101032813002,GUBENUR KEPALA DAERAH TINGKAT I JAWA TENGAH,421.2/025/44/85,1 AGUSTUS 1985,B,89,2018,DINAS P DAN K PROPINSI DAERAH TINGKAT I JAWA TENGAH,16
2524,35-0195,,,,SD NEGERI PEKAUMAN KULON 02,02pekul@gmail.com,Negeri,Jl.KH Mansyur Desa Pekauman Kulon,Dukuhturi,52192,283358770,101032813039,PEMERINTAH PROPINSI JAWA TENGAH,421.2/025/44/85,01/08/1985,B,86,2019,DINAS PENDIDIKAN DAN KEBUDAYAAN,16
2525,35-0196,,,,SD NEGERI PENDAWA 01,sdnpendawa1@yahoo.com,Negeri,Jalan Gatot Subroto Pendawa,Lebaksiu,52461,2836196768,101032806004,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,421.2/06110/1990,2/04/1990,A,91,2021,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,5
2526,35-0197,,,,SD NEGERI PENDAWA 02,sdnpendawa02@yahoo.co.id,Negeri,Jalan Sumbing No.1 Desa Pendawa,Lebaksiu,52461,2836196769,101032806017,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,421.2/06110/1990,2/04/1990,B,85,2015,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,5
2527,35-0198,,,,SD NEGERI PENGABEAN,sdnpengabean8@gmail.com,NEGERI,JALAN MBAH NGABEI PENGABEAN KECAMATAN DUKUHTURI KABUPATEN TEGAL,Dukuhturi,52192,0,101032813023,GUBERNUR KEPALA DAERAH TINGKAT I JAWA TENGAH,421.2/025/ /44/85,1 AGUSTUS 1985,B,88,2019,KEPALA DINAS P DAN K PROPINSI DAERAH TINGKAT I JAWA TENGAH,16
2528,35-0199,,,,SD NEGERI PENGARASAN 01,SDNPENGARASAN01DUUHTURI@YAHOO.CO.ID,NEGERI,"JL.RAYA PENGARASAN, DESA PENGARASAN RT 07/02",Dukuhturi,52192,0,101032813013,,21/PENGARASAN/2009,06/01/2099,B,85,2018,DINAS DIKBUD KAB TEGAL,16
2529,35-0200,,,,SD NEGERI PENGARASAN 02,sdpengarasan02@gmail.com,Negeri,Jl.Raya Pengarasan Rt 07/Rw 02,Dukuhturi,52192,85385840285,101032813034,GUBERNUR KEPALA DAERAH TINGKAT I JAWA TENGAH,421.2/025/ /44/85,1 AGUSTUS 1985,A,91,2021,KEPALA DINAS P DAN K PROPINSI DAERAH TINGKAT I JAWA TENGAH,16
2530,35-0201,,,,SD NEGERI PEPEDAN 01,SDPEPEDAN01@YAHOO.CO.ID,Negeri,Jl.Ketepeng No. 10 Pepedan Dukuhturi Tegal,Dukuhturi,52192,283324036,101032813006,GUBERNUR KEPALA DAERAH TINGKAT 1 JAWA TENGAH,421.2/025/44/85,1-8-1985,A,91,2021,DINAS P DAN K PROPINSI DAERAH TINGKAT I JAWA TENGAH,16
2531,35-0202,,,,SD NEGERI PEPEDAN 02,Pepedan02.sdnegeri@gmail.com,Negeri,JL. Ex PG Pagongan Desa Pepedan,Dukuhturi,52192,0,101032813042,GUBERNUR KEPALA DAERAH TINGKAT I JAWA TENGAH,SK.52192.2/025/44/85,1 AGUSTUS 1985,A,92,2021,DINAS P DAN K PROPINSI DAERAH TINGKAT I JAWA TENGAH,16
2532,35-0203,,,,SD NEGERI SIDAKATON 01,sidakatonsd@gmail.com,Negeri,JL. SINGADIWANGSA NO.1,Dukuhturi,52192,3170291,101032813017,,,,B,84,2021,,16
2533,35-0204,,,,SD NEGERI SIDAKATON 02,sdnsidakaton02@gmail.com,Negeri,Jl. Setia Negara Desa Sidakaton Kec. Dukuhturi Kab. Tegal,Dukuhturi,52192,85742457512,101032813027,GUBERNUR KEPALA DAERAH TINGKAT I JAWA TENGAH,200/803/1974,11 JULI 1974,A,91,2019,DINAS P DAN K PROPINSI DAERAH TINGKAT I JAWA TENGAH,16
2534,35-0205,,,,SD NEGERI SIDAKATON 03,opsd.sdktn.03@gmail.com,Negeri,JL Singayuda,Dukuhturi,52192,0,0,GUBERNUR KEPALA DAERAH TINGKAT I JAWA TENGAH,421.2/025/44/85,1 AGUSTUS 1985,B,84,2016,DINAS P DAN K PROPINSI DAERAH TINGKAT I JAWA TENGAH,16
2535,35-0207,,,,SD NEGERI SIDAKATON 05,ssidakaton05@gmail.com,Negeri,Jl. Pelita No.29 Desa Sidakaton Kecamatan Dukuhturi Kabupaten Tegal,Dukuhturi,52192,0,101032813501,GUBERNUR KEPALA DAERAH TINGKAT I JAWA TENGAH,421.2/025/44/85,01/08/1985,B,82,2021,DINAS P DAN K PROPINSI DAERAH TINGKAT I JAWA TENGAH,16
2536,35-0208,,,,SD NEGERI SIDAPURNA 01,sdnsidapurna01kec.dktri@gmail.com,NEGERI,JLN. SUMBER BAWANG DESA SIDAPURNA,Dukuhturi,52192,283310124,101032813015,,,,B,89,2018,,16
2537,35-0209,,,,SD NEGERI SIDAPURNA 02,sdnsidapurna2@gmail.com,NEGERI,JL. SUMBER BAWANG SIDAPURNA RT 07/01 KEC. DUKUHTURI KAB. TEGAL,Dukuhturi,52192,8156913561,101032813016,PEMERINTAH KABUPATEN TEGAL,50/IV/2005,30/06/1981,A,91,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,16
2538,35-0211,,,,SD NEGERI SLARANG KIDUL 01,sdnegerislarangkidul01@gmail.com,Negeri,Jalan Raya Selatan Desa Slarang Kidul,Lebaksiu,52461,0,101032806008,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,421.2/06110/1990,02/04/1990,B,85,2016,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,5
2539,35-0212,,,,SD NEGERI SLARANG KIDUL 02,sdnegerislarangkidul02@gmail.com,Negeri,Jln. Timur Desa Slarang Kidul,Lebaksiu,52461,0,101032806035,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,421.2/06110/1990,2/04/1990,B,84,2021,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,5
2540,35-0213,,,,SD NEGERI SUTAPRANAN,sutapranan.sdn@gmail.com,Negeri,Desa Sutapranan Rt 07 Rw 02 Kecamatan Dukuhturi Kabupaten Tegal,Dukuhturi,52192,85200082841,101032813029,GUBERNUR KEPALA DAERAH TINGKAT I JAWA TENGAH,421.2/025/ /44/85,1 AGUSTUS 1985,B,0,2019,DINAS P DAN K PROPINSI DAERAH TINGKAT I JAWA TENGAH,16
2541,35-0214,,,,SD NEGERI TEGALANDONG 01,sdntegalandong01@yahoo.co.id,Negeri,Jl Makmuri Desa Tegalandong,Lebaksiu,52461,85743960945,101032806005,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,421.2/06110/1990,02 April 1990,B,85,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,5
2542,35-0215,,,,SD NEGERI TEGALANDONG 02,sdnegeritegalandong02@gmail.com,Negeri,Jalan Prapatan Utara Desa Tegalandong Kecamatan Lebaksiu Kabupaten Tegal,Lebaksiu,52461,0,101032806028,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,421.2/06110/1990,2/04/1990,B,88,2019,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,5
2543,35-0216,,,,SD NEGERI TIMBANGREJA 01,sdn.timbangreja01@gmail.com,Negeri,Jln. Raya Timbangreja,Lebaksiu,52461,0,101032806009,KEPALA DINAS P DAN K PROPINSI DAERAH TINGKAT I JAWA TENGAH,421.2/06110/1990,02 APRIL 1990,B,88,2019,DINAS KABUPATEN TEGAL,5
2544,35-0217,,,,SD NEGERI TIMBANGREJA 02,sdn.timbangreja2@gmail.com,Negeri,Jl. Mbah Daryuni Timbangreja,Lebaksiu,52461,81542011937,101032806031,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,421.2/06110/1990,2/04/1990,B,85,2021,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,5
2545,35-0218,,,,SD NEGERI YAMANSARI 01,sdnyamansari01@yahoo.co.id,Negeri,Jl. Barat Yamansari,Lebaksiu,52461,283462341,101032806007,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,421.2/06110/1990,02/04/1990,B,81,2021,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,5
2546,35-0219,,,,SD NEGERI YAMANSARI 02,sdnyamansari02@gmail.com,Negeri,Jalan Raya Yamansari Lebaksiu Tegal,Lebaksiu,52461,283462655,101032806020,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,421.2/06110/1990,02/04/90,B,84,2021,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,5
2547,35-0220,,,,SD NEGERI YAMANSARI 03,sdyamansari@yahoo.co.id,Negeri,JL.Raya Stol Dk. Wanatawang RT.001 RW.006 Desa Yamansari,Lebaksiu,52461,283462537,101032806024,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,421.2/06110/1990,2 APRIL 1990,B,87,2019,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,5
2548,35-0221,,,,SD NEGERI YAMANSARI 04,sdnyamansari04@gmail.com,NEGERI,JL. RAYA TIMUR YAMANSARI,Lebaksiu,52461,283463255,101032806036,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,421.2/06110/1990,2 APRIL 1990,A,87,2016,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,5
2549,35-0222,,,,SD NEGERI JATIWANGI 01,sdnegerijatiwangi01@gmail.com,Negeri,Jalan Pemuda No.4 Desa Jatiwangi Kecamatan Pagerbarang Kabupaten Tegal,Pagerbarang,52462,0,101032805011,DINAS P DAN K PROPINSI DAERAH TINGKAT I JAWA TENGAH,421.2/025/27/85,1 AGUSTUS 1985,B,85,2015,DINAS PENDIDIKAN DAN KEBUDAYAAN,6
2550,35-0223,,,,SD NEGERI JATIWANGI 02,jatiwangisdn2@gmail.com,Negeri,Jl. Rantensari Desa Jatiwangi Kec. Pagerbarang Kab. Tegal,Pagerbarang,52462,0,101023805026,Dinas Perijinan Terpadu Satu Pintu,021/SD/1984,06/03/84,B,83,2021,Dinas Pendidikan Dan Kebudayaan,6
2551,35-0224,,,,SD NEGERI JATIWANGI 03,sdn_jatiwangi03@yahoo.co.id,Negeri,Jl. Pemuda Desa Jatiwangi Kec. Pagerbarang,Pagerbarang,52462,0,101032805037,Dinas Perijinan Satu Pintu,421.2/06109/1990,02/04/1990,A,91,2018,Dinas Pendidikan dan Kebudayaan,6
2552,35-0225,,,,SD NEGERI KARANGANYAR,sdnkaranganyarbae@gmail.com,Negeri,Jalan H. Abdul Manan Desa Karanganyar Kec. Pagerbarang Kab. Tegal,Pagerbarang,52462,0,101032805012,GUBERNUR,421.2/025/27/85,1 AGUSTUS 1985,B,83,2021,KEPALA DINAS P DAN K PROVINSI DAERAH TINGKAT I JAWA TENGAH,6
2553,35-0227,,,,SD NEGERI KEDUNGSUGIH 01,sdnkedungsugih01@gmail.com,Negeri,Jl. KH. Umar no.37 Desa Kedungsugih,Pagerbarang,52462,0,101032805006,DINAS P DAN K PROPINSI,421.2/025/27/85,1 Agustus 1985,B,81,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN,6
2554,35-0228,,,,SD NEGERI KERTAHARJA 01,sdn.kertaharja.01@gmail.com,NEGERI,JL. MBAH KERTAYASA DESA KERTAHARJA,Pagerbarang,52462,0,101032805010,DINAS P DAN K PROPINSI DAERAH TINGKAT I JAWA TENGAH,421.2/11/1986,31 DESEMBER 1986,B,86,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,6
2555,35-0229,,,,SD NEGERI KERTAHARJA 02,sdnkertaharja2@gmail.com,Negeri,Jl. Kertayasa Selatan Ds. Kertaharja Kec. Pagerbarang Kab. Tegal,Pagerbarang,52462,0,101032805023,Dinas Perijinan Terpadu Satu Pintu,421.2/11/1986,31 Desember 1986,B,84,2021,Dinas Pendidikan Dan Kebudayaan,6
2556,35-0230,,,,SD NEGERI KERTAHARJA 03,sdnkertaharja03@gmail.com,Negeri,Jl. Raya Barat Desa Kertaharja,Pagerbarang,52462,0,101032803028,Dinas Pendidikan Dan Kebudayaan,421.2/025/../33/85,01 Agustus 1985,B,84,2021,Dinas Pendidikan Dan Kebudayaan,6
2557,35-0231,,,,SD NEGERI MULYOHARJO 01,sdmulyoharjo@yahoo.co.id,Negeri,JALAN JATIBARANG-BALAPULANG,Pagerbarang,52462,0,101032805015,DINAS PENDIDIKAN DAN KEBUDAYAAN,,421.2/11/1986,A,88,2019,DINAS PENDIDIKAN DAN KEBUDAYAAN,6
2558,35-0232,,,,SD NEGERI MULYOHARJO 02,sdnmulyoharjodau@gmail.com,Negeri,Jl Raya Jatibarang - Balapulang,Pagerbarang,52462,0,101032805029,DINAS PENDIDIKAN DAN KEBUDAYAAN,421.2/11/1986,31/12/1986,B,83,2017,DINAS PENDIDIKAN DAN KEBUDAYAAN,6
2559,35-0233,,,,SD NEGERI PAGERBARANG 01,sdnpagerbarang01@gmail.com,Negeri,Pagerbarang,Pagerbarang,52462,0,101032805003,Dinas Perijinan Terpadu Satu Pintu,021/SD/1972,06/03/1972,A,91,2021,Dinas Pendidika Dan Kebudayaan,6
2560,35-0234,,,,SD Negeri Pagerbarang 02,sdnpagerbarang02@gmail.com,Negeri,Jalan Raya Utara Pagerbarang,Pagerbarang,52462,0,101032805009,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,421/04/61761,8 SEPTEMBER 2020,B,83,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN,6
2561,35-0235,,,,SD NEGERI PAGERBARANG 03,sdnpagerbarangtiga@yahoo.com,Negeri,JL. Gamprit Desa Pagerbarang,Pagerbarang,52462,0,101032805019,DINAS P DAN K PROVINSI JAWA TENGAH,421/04/07807,4 APRIL 2022,B,83,2016,DINAS PENDIDIKAN DAN KEBUDAYAAN,6
2562,35-0236,,,,SD NEGERI PAGERBARANG 04,sdnpagerbarang04@gmail.com,Negeri,Desa Pagerbarang Dukuh Jalan Wangsadipa RT. 04/06 Kecamatan Pagerbarang,Pagerbarang,52462,0,101032805027,GUBERNUR KEPALA DAERAH TINGKAT I,421.2/025/ /27/85,01/08/1985,B,81,2017,DINAS DIKBUD KABUPATEN TEGAL,6
2563,35-0580,,,,SD NEGERI PESAREAN 01,sdnpesarean1@gmail.com,Negeri,Desa Pesarean RT 21 RW 05,Adiwerna,52194,0,101032811027,Pemerintah Daerah,03.28DD.0203.05,2005-12-31,A,92,2016,Pemerintah Daerah,14
2564,35-0237,,,,SD NEGERI PESAREAN 01,sdn_pesarean01@ymail.com,Negeri,Jl. Raya Jatibarang - Balapulang km.03 Pesarean Kec. Pagerbarang Kode Pos 52462,Pagerbarang,52462,0,101032805004,KEPALA DINAS P DAN K PROPINSI DAERAH TINGKAT 1 JAWA TENGAH,421.2/025/27/85,01/08/85,B,84,2017,DINAS PENDIDIKAN DAN KEBUDAYAAN,6
2565,35-0581,,,,SD NEGERI PESAREAN 02,sdnpesarean02@ymail.com,Negeri,Jl. Raya Dua Pesarean,Adiwerna,52194,283443467,101032811035,DINAS P DAN K PROPINSI DARAH TINGKAT I JAWA TENGAH,421.2/025/ / 056/1985,01/08/1985,A,91,2018,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUAPTEN TEGAL,14
2566,35-0238,,,,SD NEGERI PESAREAN 02,sdn.pesnoldua@yahoo.co.id,Negeri,Pesarean,Pagerbarang,52462,0,101032805017,KEPALA DINAS P DAN K PROPINSI DAERAH TINGKAT I JAWA TENGAH,421.2/025/2785,1 AGUSTUS 1985,B,83,2018,DINAS PENDIDIKAN DAN KEBUDAYAAN,6
2567,35-0239,,,,SD NEGERI RAJEGWESI 01,sdraj01@gmail.com,Negeri,Jl.Raya Utara Rajegwesi Kecamatan Pagerbarang Kab.Tegal Kode Pos 52462,Pagerbarang,52462,0,101032805007,DINAS P DAN K PROVINSI DAERAH TINGKAT I JAWA TENGAH,421.2/005/ /27/85,01/08/1985,A,92,2017,DINAS PENDIDIKAN DAN KEBUDAYAAN,6
2568,35-0240,,,,SD NEGERI RAJEGWESI 02,sdnrajegwesi02.pagerbarang@gmail.com,Negeri,Jl. Masjid Selatan RT 02 RW 04 Kecamatan Pagerbarang Kab. Tegal,Pagerbarang,52462,0,101032805022,DINAS P DAN K PROPINSI DAERAH TINGKAT 1 JAWA TENGAH,421.2/025/27/85,01/08/1985,B,81,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN,6
2569,35-0241,,,,SD NEGERI RANDUSARI 04,sdnrandusariempat@gmail.com,Negeri,Desa Randusari RT 002 RW 001 Kecamatan Pagerbarang Kab Tegal,Pagerbarang,52462,0,101032805024,DESA,SK KADES RANDUSARI NO.413,28/01/1980,B,86,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN,6
2570,35-0242,,,,SD NEGERI RANDUSARI 01,sdnrandusari01@ymail.com,Negeri,Jl. Raya Jatibarang - Balapulang KM.03,Pagerbarang,52462,8236195996,101032805005,,,,A,92,2019,,6
2571,35-0243,,,,SD NEGERI RANDUSARI 02,sdn02randusari@yahoo.co.id,Negeri,JL. RANDUSARI TIMUR (BLOK KERTASARI) DS. RANDUSARI RT.01 RW.06 KEC. PAGERBARANG KAB. TEGAL PROV. JAWA TENGAH KODE POS 52462,Pagerbarang,52462,0,101032805014,DINAS P DAN K PROPINSI DAERAH TINGKAT 1 JAWA TENGAH,421.2/025/.../27/1985,1 JANUARI 1974,A,91,2015,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,6
2572,35-0244,,,,SD NEGERI RANDUSARI 03,sdnrandusari03@gmail.com,Negeri,Randusari Rt01/Rw06,Pagerbarang,52462,0,101032805016,DINAS PERIJINAN TERPADU SATU PINTU,421.2/025/27/85,1 JANUARI 1985,B,89,2010,DINAS PENDIDIKAN DAN KEBUDAYAAN,6
2573,35-0246,,,,SD NEGERI RANDUSARI 06,sdn_randusari06@ymail.com,NEGERI,JL. H. M. ROZALI DESA RANDUSARI,Pagerbarang,52462,0,101032805034,DINAS P DAN K PROPINSI DAERAH TINGKAT I JAWA TENGAH,421.2/06109/1990,2 APRIL 1990,A,92,2017,DINAS PENDIDIKAN DAN KEBUDAYAAN,6
2574,35-0248,,,,SD NEGERI SEMBOJA 01,sdnsmbj01@gmail.com,NEGERI,"SEMBOJA,RT 05 RW 01,KEC.PAGERBARANG,KAB.TEGAL",Pagerbarang,52462,85647461355,1010,GUBERNUR KEPALA DAERAH TINGKAT I JAWA TENGAH,421.2/025//27/85,1 AGUSTUS 1985,B,84,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KAB TEGAL,6
2575,35-0249,,,,SD NEGERI SEMBOJA 02,sdn.semboja02@gmail.com,Negeri,Jl. Merpati No.52 RT.005 RW.001 Desa Semboja Kec.Pagerbarang Kab.Tegal,Pagerbarang,52462,85742811539,101032805021,DINAS P DAN K PROPINSIDAERAH TINGKAT I JAWA TENGAH,421.2/0257/27/85,1 AGUSTUS 1985,B,82,2017,DINAS DIKBUD KABUPATEN TEGAL,6
2576,35-0250,,,,SD NEGERI SIDOMULYO,sdn.sidomulyo@yahoo.co.id,Negeri,Jl. Desa Sidomulyo,Pagerbarang,52462,0,101032805008,PEMERINTAH DAERAH TINGKAT I JAWA TENGAH,421.2/025/.../27/85,01/08/1985,B,85,2017,DINAS PENDIDIKAN DAN KEBUDAYAAN,6
2577,35-0251,,,,SD NEGERI SRENGSENG 01,sd.srengseng01@gmail.com,NEGERI,SRENGSENG RT. 03 RW. 02,Pagerbarang,52462,0,101032805013,KEPALA DAERAH TINGKAT I JAWA TENGAH,421.2/025/15/85,01/08/85,B,88,2017,DINAS P DAN K PROPINSI DAERAH TINGKAT I JAWA TENGAH,6
2578,35-0252,,,,SD NEGERI SRENGSENG 02,sdsrengsengloro@gmail.com,Negeri,Desa Srengseng Rt 01 Rw 03 Kec.Pagerbarang,Pagerbarang,52462,0,101032805025,DINAS P DAN K PROVINSI JAWA TENGAH,421.2/025/27/85,1 Agustus 1985,B,83,2017,DINAS PENDIDIKAN DAN KEBUDAYAAN PROVINSI JAWA TENGAH,6
2579,35-0254,,,,SD NEGERI SUROKIDUL 01,sdnsurokidul01@gmail.com,Negeri,Surokidul,Pagerbarang,52462,0,101032805001,Dinas P dan K Propinsi Daerah Tingkat I Jawa Tengah,421.2/025/-/27/85,1 Agustus 1985,B,83,2021,Dinas Pendidikan dan Kebudayaan,6
2580,35-0255,,,,SD NEGERI SUROKIDUL 02,sdnsurokidul02@gmail.com,NEGERI,"JL. RAYA JATIBARANG-BALAPULANG KM 2, Surokidul RT 03/RW 03",Pagerbarang,52462,0,101032805018,GUBERNUR KEPALA DAERAH TINGKAT I JAWA TENGAH,421.2/025/27/85,01-08-1985,B,89,2021,DINAS P DAN K PROPINSI DAERAH TINGKAT I JAWA TENGAH,6
2581,35-0256,,,,SD NEGERI SUROKIDUL 03,sdnsurokidul@gmail.com,NEGERI,JL.RAYA JATIBARANG-BALAPULANG KM.2 DESA SUROKIDUL KEC.PAGERBARANG KAB.TEGAL,Pagerbarang,52462,0,101032805032,Dinas pendidikan dan kebudayaan,5933/196/XII/1986,16-10-1986,B,84,2017,Dinas Pendidikan dan Kebudayaan,6
2582,35-0258,,,,SD NEGERI BLUBUK 01,ardialmathor@gmail.com,Negeri,Jalan Gunung Slamet No. 16 Desa Blubuk,Dukuhwaru,52451,0,101032810014,,,,B,85,2019,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,7
2583,35-0259,,,,SD NEGERI BLUBUK 02,sdnblubuk02@yahoo.com,Negeri,Jl. Gunung Slamet No. 17,Dukuhwaru,52451,2836196417,101032810023,,,,B,84,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,7
2584,35-0260,,,,SD NEGERI BLUBUK 03,sdn.blubuk03@gmail.com,Negeri,Jln. Raya Slawi Jatibarang KM 06 Desa Blubuk,Dukuhwaru,52451,0,101030810045,PEMERINTAH KABUPATEN TEGAL,,,B,0,2016,,7
2585,35-0261,,,,SD NEGERI BLUBUK 04,sdn04blubuk79@gmail.com,Negeri,Jl. Gunung Slamet I Desa Blubuk Kec. Dukuhwaru,Dukuhwaru,52451,2836196246,101032810061,,,,B,84,2021,,7
2586,35-0262,,,,SD NEGERI BLUBUK 05,sdnblubuk5.dukuhwaru@gmail.com,Negeri,JL. GUNUNG CIREMAI NO. 14 DESA BLUBUK,Dukuhwaru,52451,0,101032810070,,,,A,93,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,7
2587,35-0263,,,,SD NEGERI BLUBUK 06,sdnblubuk32@gmail.com,Negeri,Jl. G. Ceremai No. 15 Desa Blubuk,Dukuhwaru,52451,0,101032810076,,,,A,92,2019,,7
2588,35-0264,,,,SD NEGERI BULAKPACING 01,bulakpacing.01@gmail.com,NEGERI,Jalan Kuda No.14 Desa Bulakpacing,Dukuhwaru,52451,0,101032810003,,,,B,84,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,7
2589,35-0265,,,,SD NEGERI BULAKPACING 02,sdnbulakpacingdua@gmail.com,Negeri,Jl. Ganesa no. 20 Bulakpacing Dukuhwaru,Dukuhwaru,52451,0,101032810044,,421.2/012/2016,01/01/85,A,91,2021,,7
2590,35-0268,,,,SD NEGERI DUKUHWARU 01,sdndukuhwaru1@gmail.com,NEGERI,JL.HAYAM WURUK NO.1 DESA DUKUHWARU KEC.DUKUHWARU KAB.TEGAL,Dukuhwaru,52451,0,101032810002,,,,A,91,2019,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,7
2591,35-0269,,,,SD NEGERI DUKUHWARU 02,sdn_dukuhwaru02@yahoo.co.id,Negeri,Jl. Patimura RT.10 RW.03 Desa Dukuhwaru Kec. Dukuhwaru,Dukuhwaru,52451,0,101032810040,Kepala Dinas P dan K Provinsi Daerah Tingkat I Jawa Tengah,421.2/025/77/1985,1 Agustus 1985,B,76,2016,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,7
2592,35-0270,,,,SD NEGERI DUKUHWARU 03,sdnegeridukuhwaru@gmail.com,Negeri,Jl. Sultan Agung No. 9,Dukuhwaru,52451,82314714322,101032810059,,,,B,82,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,7
2593,35-0271,,,,SD NEGERI DUKUHWARU 04,sdndkw04@yahoo.co.id,Negeri,"JALAN GUMAYUN-SINDANG, DESA DUKUHWARU KEC. DUKUHWARU",Dukuhwaru,52451,0,101032810075,,,,B,85,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,7
2594,35-0272,,,,SD NEGERI GUMAYUN 01,sdngumayun.satu@gmail.com,Negeri,Jl. Raya Slawi-Jatibarang Km. 4 Gumayun,Dukuhwaru,52451,0,101032810004,,,,B,83,2021,,7
2595,35-0273,,,,SD NEGERI GUMAYUN 02,gumayun02@gmail.com,NEGERI,JL. RAYA SLAWI-JATIBARANG KM. 4 GUMAYUN KEC. DUKUHWARU KAB. TEGAL,Dukuhwaru,52451,0,101032810007,GUBERNUR KEPALA DAERAH TINGKAT 1 JAWA TENGAH,421.2/12682/1992,3 NOPEMBER 1992,B,84,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,7
2596,35-0274,,,,SD NEGERI GUMAYUN 03,sdn.gumayun03@yahoo.co.id,Negeri,Jl. Raya Slawi - Jatibarang Km. 4,Dukuhwaru,52451,0,101032810039,,,,B,0,2016,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,7
2597,35-0276,,,,SD NEGERI KABUNAN 01,sdnkabunan1@yahoo.co.id,Negeri,JL. Blanak No 5,Dukuhwaru,52451,2836190967,101032810032,,,,A,97,2021,,7
